QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following,,
Can a women communicate nonverbally that she knows I am a virgin?,https://www.quora.com/Can-a-women-communicate-nonverbally-that-she-knows-I-am-a-virgin,Anonymous,0,0,0,0,0,0,0,0,0,,
Is drinking alcohol good for women? How does it affect them?,https://www.quora.com/Is-drinking-alcohol-good-for-women-How-does-it-affect-them,Anonymous,0,0,0,0,0,0,0,0,0,,
Can woman sense if someone is a virgin? How?,https://www.quora.com/Can-woman-sense-if-someone-is-a-virgin-How,Anonymous,0,0,0,0,0,0,0,0,0,,
What do girls like in a guy?,https://www.quora.com/What-do-girls-like-in-a-guy-1,https://www.quora.com/profile/Javali-Aj,15,2,3, , , , ,0,1, , 
What are some incidents or experiences which prove that Indians respect and honor women?,https://www.quora.com/What-are-some-incidents-or-experiences-which-prove-that-Indians-respect-and-honor-women,Anonymous,0,0,0,0,0,0,0,0,0,,
What are home businesses for ladies?,https://www.quora.com/What-are-home-businesses-for-ladies,https://www.quora.com/profile/Vihan-Girdhar,5,6,0, , , , ,0,0, , 
Are there online tests to check your knowledge about the point of view of women?,https://www.quora.com/Are-there-online-tests-to-check-your-knowledge-about-the-point-of-view-of-women,https://www.quora.com/profile/Rudi-De-Groot,4555,902,105,http://www.facebook.com/663398426, ,"  Amsterdam, North-Holland, NL", ,282,821,https://www.linkedin.com/in/rudidegroot,http://twitter.com/Reach
Which are some of the most bad-ass fictional female characters in movies?,https://www.quora.com/Which-are-some-of-the-most-bad-ass-fictional-female-characters-in-movies,https://www.quora.com/profile/Avinash-Hiremath-1,8302,128,732,http://www.facebook.com/100001534397876, ,"Bengaluru, Karnataka, India", ,988,677, ,http://twitter.com/HiremathAvinash
Why are Ashkenazi Jewish women so beautiful?,https://www.quora.com/Why-are-Ashkenazi-Jewish-women-so-beautiful,Anonymous,0,0,0,0,0,0,0,0,0,,
"What has happened to the American Society (people compete with each other on twerking, every other woman wants her ass to be eaten etc)?",https://www.quora.com/What-has-happened-to-the-American-Society-people-compete-with-each-other-on-twerking-every-other-woman-wants-her-ass-to-be-eaten-etc,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do western women drink iced water during their period?,https://www.quora.com/Why-do-western-women-drink-iced-water-during-their-period,Anonymous,0,0,0,0,0,0,0,0,0,,
Is it true that men talk more about women issues than women talk about men issues?,https://www.quora.com/Is-it-true-that-men-talk-more-about-women-issues-than-women-talk-about-men-issues,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do some women experience excruciating period cramps while others feel nothing?,https://www.quora.com/Why-do-some-women-experience-excruciating-period-cramps-while-others-feel-nothing,Anonymous,0,0,0,0,0,0,0,0,0,,
Who are the greatest women social innovators?,https://www.quora.com/Who-are-the-greatest-women-social-innovators,https://www.quora.com/profile/Nathan-Ketsdever,44293,2176,10378,http://www.facebook.com/21204171, ,"Nashville, TN", ,4394,1520, , 
Why is it more socially acceptable or less awkward when a woman doesn't shake a man's hand (compared to a man and a man)?,https://www.quora.com/Why-is-it-more-socially-acceptable-or-less-awkward-when-a-woman-doesnt-shake-a-mans-hand-compared-to-a-man-and-a-man,Anonymous,0,0,0,0,0,0,0,0,0,,
Do you struggle with creating outfits that you actually like to wear? What questions about style would you want to know more about?,https://www.quora.com/Do-you-struggle-with-creating-outfits-that-you-actually-like-to-wear-What-questions-about-style-would-you-want-to-know-more-about,Anonymous,0,0,0,0,0,0,0,0,0,,
What's your biggest challenge when buying business casual clothing? This question is for men and women of all shapes and sizes.,https://www.quora.com/Whats-your-biggest-challenge-when-buying-business-casual-clothing-This-question-is-for-men-and-women-of-all-shapes-and-sizes,Anonymous,0,0,0,0,0,0,0,0,0,,
Why have men always been in a more powerful position in society than women? Why did equality not start from the beginning of evolution?,https://www.quora.com/Why-have-men-always-been-in-a-more-powerful-position-in-society-than-women-Why-did-equality-not-start-from-the-beginning-of-evolution,https://www.quora.com/profile/Mohan-Paiyala,26,12,11, , , , ,1,0, , 
Do Italian women move their whole body when they talk?,https://www.quora.com/Do-Italian-women-move-their-whole-body-when-they-talk,Anonymous,0,0,0,0,0,0,0,0,0,,
What are the signs or gestures that a woman do in a group or in public to attract a man to make him first move towards her?,https://www.quora.com/What-are-the-signs-or-gestures-that-a-woman-do-in-a-group-or-in-public-to-attract-a-man-to-make-him-first-move-towards-her,Anonymous,0,0,0,0,0,0,0,0,0,,
Can man get a woman pregnant if he is not producing sperm in his semen?,https://www.quora.com/Can-man-get-a-woman-pregnant-if-he-is-not-producing-sperm-in-his-semen,https://www.quora.com/profile/Nicholas-Asante,6,3,0, , , , ,0,0, , 
Which is a good face cream for women below 30 for everyday use?,https://www.quora.com/Which-is-a-good-face-cream-for-women-below-30-for-everyday-use,Anonymous,0,0,0,0,0,0,0,0,0,,
What is special in kerala women?,https://www.quora.com/What-is-special-in-kerala-women,https://www.quora.com/profile/Varshini-Amma-Puspadaran,3,0,1, , , , ,1,3, , 
"If Somnath Bharti (who is right now fugitive) like Julian Assange takes refugee in Pakistan embassy, would Indian police be able to arrest him?",https://www.quora.com/If-Somnath-Bharti-who-is-right-now-fugitive-like-Julian-Assange-takes-refugee-in-Pakistan-embassy-would-Indian-police-be-able-to-arrest-him,https://www.quora.com/profile/Kamlesh-Kumar-167,569,27,0, , , , ,2,273, , 
How do I stop myself from misbehaving with women and harassing them?,https://www.quora.com/How-do-I-stop-myself-from-misbehaving-with-women-and-harassing-them,Anonymous,0,0,0,0,0,0,0,0,0,,
What is a good female health website I can go to and ask some questions I have?,https://www.quora.com/What-is-a-good-female-health-website-I-can-go-to-and-ask-some-questions-I-have,https://www.quora.com/profile/Hailey-Mullen,399,90,3, , , , ,4,18, , 
What do the Muslim women get in heaven according to Islam?,https://www.quora.com/What-do-the-Muslim-women-get-in-heaven-according-to-Islam,Anonymous,0,0,0,0,0,0,0,0,0,,
"Hindi (language): What is the word for ""feminism"" in Hindi?",https://www.quora.com/Hindi-language/What-is-the-word-for-feminism-in-Hindi,https://www.quora.com/profile/Ved-Prakash-201,176,18,9, , , , ,1,7, , 
What is the female equivalent for lad/chap?,https://www.quora.com/What-is-the-female-equivalent-for-lad-chap,https://www.quora.com/profile/Vishal-Sharma-345,16,5,3, , , , ,0,1, , 
What are the good opportunities for women to work?,https://www.quora.com/What-are-the-good-opportunities-for-women-to-work,https://www.quora.com/profile/Vidya-Devi-2,3,2,0, , , , ,0,0, , 
Why are women considered most mysterious living beings ever?,https://www.quora.com/Why-are-women-considered-most-mysterious-living-beings-ever,https://www.quora.com/profile/Smriti-Mishra-5,95,19,0, , ,"  Lucknow, Uttar Pradesh, India", ,2,3, , 
What do I say when talking to females?,https://www.quora.com/What-do-I-say-when-talking-to-females,Anonymous,0,0,0,0,0,0,0,0,0,,
"How do males react to the term ""male tears"" used by many feminists?",https://www.quora.com/How-do-males-react-to-the-term-male-tears-used-by-many-feminists,https://www.quora.com/profile/Sidharth-Kriplani,2626,285,310,http://www.facebook.com/100001209893005, ,  New Delhi, ,131,704, , 
Maritime Piracy: Is modern piracy an exclusively male occupation?,https://www.quora.com/Maritime-Piracy/Is-modern-piracy-an-exclusively-male-occupation,Anonymous,0,0,0,0,0,0,0,0,0,,
Female Occupations: What profession has the highest proportion of hot women?,https://www.quora.com/Female-Occupations/What-profession-has-the-highest-proportion-of-hot-women,Anonymous,0,0,0,0,0,0,0,0,0,,
Are there any books that treat men who hate women as a demographic?,https://www.quora.com/Are-there-any-books-that-treat-men-who-hate-women-as-a-demographic,Anonymous,0,0,0,0,0,0,0,0,0,,
Why a woman should be working woman?,https://www.quora.com/Why-a-woman-should-be-working-woman,Anonymous,0,0,0,0,0,0,0,0,0,,
What happens if more than required amount of male hormones are produced in a female body?,https://www.quora.com/What-happens-if-more-than-required-amount-of-male-hormones-are-produced-in-a-female-body,Anonymous,0,0,0,0,0,0,0,0,0,,
Is there any difference between men's and women's floaters?,https://www.quora.com/Is-there-any-difference-between-mens-and-womens-floaters,https://www.quora.com/profile/Maharoof-Ali,23,1,5,http://www.facebook.com/1442210966102861, ,  Manjeri, ,0,0, , 
I have a genius intellect and Asperger syndrome. How can I get better at efficiently seducing neurotypical women who are at least reasonably intelligent ?,https://www.quora.com/I-have-a-genius-intellect-and-Asperger-syndrome-How-can-I-get-better-at-efficiently-seducing-neurotypical-women-who-are-at-least-reasonably-intelligent,https://www.quora.com/profile/Jordan-Christinsen,1273,128,30, , ,"  Stockholm, Sweden", ,8,0, , 
Is it appropriate for a woman to consume alcohol when she is on her periods?,https://www.quora.com/Is-it-appropriate-for-a-woman-to-consume-alcohol-when-she-is-on-her-periods,Anonymous,0,0,0,0,0,0,0,0,0,,
Here are three things I learned at a feminism conference in Sydney this week. Would it be more safe for women to remain in their paternal house & follow matrilineal practices?,https://www.quora.com/Here-are-three-things-I-learned-at-a-feminism-conference-in-Sydney-this-week-Would-it-be-more-safe-for-women-to-remain-in-their-paternal-house-follow-matrilineal-practices,https://www.quora.com/profile/Manoj-Babu-17,344,35,100, , ,"  Kochi, Kerala, India", ,10,1, , 
What is the best way for a woman protect herself from a bipolar stalker?,https://www.quora.com/What-is-the-best-way-for-a-woman-protect-herself-from-a-bipolar-stalker,Anonymous,0,0,0,0,0,0,0,0,0,,
What are some words of wisdom for women?,https://www.quora.com/What-are-some-words-of-wisdom-for-women,https://www.quora.com/profile/Diksha-Bansal-7,263,6,51, , , , ,19,8, ,http://twitter.com/diksha99
What do you think of a woman who wears spectacles?,https://www.quora.com/What-do-you-think-of-a-woman-who-wears-spectacles,https://www.quora.com/profile/Illyana-Nazri-1,62,33,4,http://www.facebook.com/1110887628938661, , , ,1,8, , 
Is it inappropriate for male colleagues to wink at female colleagues?,https://www.quora.com/Is-it-inappropriate-for-male-colleagues-to-wink-at-female-colleagues,https://www.quora.com/profile/Natnalin-Thananan-1,5,1,0, , , , ,0,7, , 
Are there particular behaviors women display that annoy most men?,https://www.quora.com/Are-there-particular-behaviors-women-display-that-annoy-most-men,https://www.quora.com/profile/Illyana-Nazri-1,62,33,4,http://www.facebook.com/1110887628938661, , , ,1,8, , 
Does metabolism increase in a pregnant woman?,https://www.quora.com/Does-metabolism-increase-in-a-pregnant-woman,Anonymous,0,0,0,0,0,0,0,0,0,,
"Who broke the Asheville Waking Life scandal, and how did they connect the dots from the anonymous PUA accounts to the coffee shop?",https://www.quora.com/Who-broke-the-Asheville-Waking-Life-scandal-and-how-did-they-connect-the-dots-from-the-anonymous-PUA-accounts-to-the-coffee-shop,https://www.quora.com/profile/Annika-Schauer,7711,84,1246,http://www.facebook.com/1415985822, ,"  Asheville, NC", ,1175,390,https://www.linkedin.com/in/annikaschauer,http://twitter.com/AnnikaSchauer
What do women who wear yoga clothes think about the spoof video about active wear?,https://www.quora.com/What-do-women-who-wear-yoga-clothes-think-about-the-spoof-video-about-active-wear,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do women on Facebook go by their married names?,https://www.quora.com/Why-do-women-on-Facebook-go-by-their-married-names,Anonymous,0,0,0,0,0,0,0,0,0,,
Do women have smaller amygdala (brain) than men?,https://www.quora.com/Do-women-have-smaller-amygdala-brain-than-men,Anonymous,0,0,0,0,0,0,0,0,0,,
"Is the Peri-menopause recognised throughout the world, apart from USA?",https://www.quora.com/Is-the-Peri-menopause-recognised-throughout-the-world-apart-from-USA,Anonymous,0,0,0,0,0,0,0,0,0,,
Why are women shown as ghosts in most films?,https://www.quora.com/Why-are-women-shown-as-ghosts-in-most-films,https://www.quora.com/profile/Laxmi-Kumar-2,2,0,0, , , , ,0,0, , 
"Why ""Job is made easier while men work along with women"", what psychology principles behind this?",https://www.quora.com/Why-Job-is-made-easier-while-men-work-along-with-women-what-psychology-principles-behind-this,https://www.quora.com/profile/Joey-Zhao-10,32,4,0, , , , ,1,1, , 
How would you describe interesting women?,https://www.quora.com/How-would-you-describe-interesting-women,Anonymous,0,0,0,0,0,0,0,0,0,,
Who are the most famous and powerful women from NIT Trichy?,https://www.quora.com/Who-are-the-most-famous-and-powerful-women-from-NIT-Trichy,Anonymous,0,0,0,0,0,0,0,0,0,,
Why is Feminism touted as this all encompassing equality movement?,https://www.quora.com/Why-is-Feminism-touted-as-this-all-encompassing-equality-movement,Anonymous,0,0,0,0,0,0,0,0,0,,
What are the defining characteristics of the (third wave) feminist movement?,https://www.quora.com/What-are-the-defining-characteristics-of-the-third-wave-feminist-movement,https://www.quora.com/profile/Teagen-Grey-Carr-Dix,2579,203,689, , ,"  San Diego, CA", ,141,135, ,http://twitter.com/TeagenDix
"Why do Korean girls seem so cute to me, compared to other Asian girls?",https://www.quora.com/Why-do-Korean-girls-seem-so-cute-to-me-compared-to-other-Asian-girls,Anonymous,0,0,0,0,0,0,0,0,0,,
How do women with Burqas handle having their facial identification photo done?,https://www.quora.com/How-do-women-with-Burqas-handle-having-their-facial-identification-photo-done,https://www.quora.com/profile/Gavin-Henderson-6,391,8,161, , ,, ,7,3, , 
Do american women have hair on their head?,https://www.quora.com/Do-american-women-have-hair-on-their-head,Anonymous,0,0,0,0,0,0,0,0,0,,
Is it true that Iranian men are more emotional than women?,https://www.quora.com/Is-it-true-that-Iranian-men-are-more-emotional-than-women,Anonymous,0,0,0,0,0,0,0,0,0,,
Why are women more physically flexible than men?,https://www.quora.com/Why-are-women-more-physically-flexible-than-men,https://www.quora.com/profile/Inessa-Da,1,1,0, , , , ,9,4, ,http://twitter.com/ne4ayanno
